wake_date,sleep_date,wake_hour,sleep_hour,gap_hours,wake_timestamp,sleep_timestamp
2024-11-11,2024-11-11,19.72,16.10,3.14,2024-11-11T19:43:48.502000-05:00,2024-11-11T16:06:48.776000-05:00
2024-11-12,2024-11-11,10.65,23.12,11.51,2024-11-12T10:39:53.747000-05:00,2024-11-11T23:07:13.469000-05:00
2024-11-13,2024-11-12,8.98,17.12,15.84,2024-11-13T08:59:53.214000-05:00,2024-11-12T17:07:52.991000-05:00
2024-11-14,2024-11-13,9.72,23.65,10.02,2024-11-14T09:43:07.368000-05:00,2024-11-13T23:39:43.571000-05:00
2024-11-14,2024-11-14,13.43,10.28,3.10,2024-11-14T13:26:17.844000-05:00,2024-11-14T10:17:38.589000-05:00
2024-11-15,2024-11-14,6.78,19.43,11.03,2024-11-15T06:47:20.683000-05:00,2024-11-14T19:26:26.040000-05:00
2024-11-15,2024-11-15,9.93,6.78,3.10,2024-11-15T09:56:09.957000-05:00,2024-11-15T06:47:20.683000-05:00
2024-11-15,2024-11-15,15.47,11.07,4.19,2024-11-15T15:28:48.555000-05:00,2024-11-15T11:04:33.742000-05:00
2024-11-15,2024-11-15,20.13,15.47,4.64,2024-11-15T20:08:31.161000-05:00,2024-11-15T15:28:48.555000-05:00
2024-11-16,2024-11-16,10.67,0.93,9.31,2024-11-16T10:40:05.873000-05:00,2024-11-16T00:56:53.465000-05:00
2024-11-16,2024-11-16,17.63,11.08,6.21,2024-11-16T17:38:22.378000-05:00,2024-11-16T11:05:36.423000-05:00
2024-11-17,2024-11-16,9.97,23.35,10.00,2024-11-17T09:58:18.159000-05:00,2024-11-16T23:21:23.344000-05:00
2024-11-18,2024-11-17,9.35,23.43,9.71,2024-11-18T09:21:32.745000-05:00,2024-11-17T23:26:54.432000-05:00
2024-11-19,2024-11-19,11.27,2.65,8.42,2024-11-19T11:16:19.988000-05:00,2024-11-19T02:39:01.229000-05:00
2024-11-20,2024-11-19,9.02,17.42,15.57,2024-11-20T09:01:19.650000-05:00,2024-11-19T17:25:01.781000-05:00
2024-11-21,2024-11-20,11.13,19.55,14.26,2024-11-21T11:08:58.145000-05:00,2024-11-20T19:33:27.536000-05:00
2024-11-22,2024-11-22,4.13,0.12,4.00,2024-11-22T04:08:39.726000-05:00,2024-11-22T00:07:29.979000-05:00
2024-11-22,2024-11-22,8.75,4.55,3.19,2024-11-22T08:45:45.502000-05:00,2024-11-22T04:33:08.484000-05:00
2024-11-22,2024-11-22,21.05,16.93,3.82,2024-11-22T21:03:57.388000-05:00,2024-11-22T16:56:40.793000-05:00
2024-11-23,2024-11-23,10.37,2.22,8.10,2024-11-23T10:22:36.536000-05:00,2024-11-23T02:13:38.074000-05:00
2024-11-23,2024-11-23,22.20,10.37,11.77,2024-11-23T22:12:15.414000-05:00,2024-11-23T10:22:36.536000-05:00
2024-11-24,2024-11-24,12.27,0.82,11.33,2024-11-24T12:16:50.512000-05:00,2024-11-24T00:49:55.416000-05:00
2024-11-25,2024-11-24,9.77,13.53,20.21,2024-11-25T09:46:46.008000-05:00,2024-11-24T13:32:53.561000-05:00
2024-11-25,2024-11-25,21.67,18.00,3.22,2024-11-25T21:40:56.409000-05:00,2024-11-25T18:00:37.899000-05:00
2024-11-26,2024-11-26,12.03,1.08,10.74,2024-11-26T12:02:00.923000-05:00,2024-11-26T01:05:24.187000-05:00
2024-11-27,2024-11-26,15.77,23.40,16.33,2024-11-27T15:46:45.907000-05:00,2024-11-26T23:24:59.410000-05:00
2024-11-27,2024-11-27,19.52,15.77,3.71,2024-11-27T19:31:10.779000-05:00,2024-11-27T15:46:45.907000-05:00
2024-11-28,2024-11-27,12.98,23.23,12.61,2024-11-28T12:59:24.311000-05:00,2024-11-27T23:14:30.117000-05:00
2024-11-29,2024-11-29,8.48,1.10,7.32,2024-11-29T08:29:49.852000-05:00,2024-11-29T01:06:32.988000-05:00
2024-11-29,2024-11-29,19.92,16.53,3.12,2024-11-29T19:55:11.005000-05:00,2024-11-29T16:32:19.850000-05:00
2024-11-30,2024-11-30,13.03,0.97,12.01,2024-11-30T13:02:03.190000-05:00,2024-11-30T00:58:12.384000-05:00
2024-12-01,2024-12-01,15.02,0.28,14.49,2024-12-01T15:01:11.496000-05:00,2024-12-01T00:17:48.107000-05:00
2024-12-02,2024-12-01,10.17,23.17,10.91,2024-12-02T10:10:57.615000-05:00,2024-12-01T23:10:57.132000-05:00
2024-12-03,2024-12-03,11.00,0.37,9.46,2024-12-03T11:00:58.556000-05:00,2024-12-03T00:22:53.678000-05:00
2024-12-03,2024-12-03,19.15,14.52,3.02,2024-12-03T19:09:26.800000-05:00,2024-12-03T14:31:08.657000-05:00
2024-12-04,2024-12-04,16.45,10.72,5.46,2024-12-04T16:27:17.925000-05:00,2024-12-04T10:43:28.797000-05:00
2024-12-05,2024-12-04,13.08,23.47,13.53,2024-12-05T13:05:25.295000-05:00,2024-12-04T23:28:35.025000-05:00
2024-12-06,2024-12-05,12.35,21.95,14.36,2024-12-06T12:21:40.602000-05:00,2024-12-05T21:57:36.429000-05:00
2024-12-07,2024-12-06,14.43,20.35,17.85,2024-12-07T14:26:43.070000-05:00,2024-12-06T20:21:34.944000-05:00
2024-12-08,2024-12-08,22.48,18.72,3.74,2024-12-08T22:29:35.985000-05:00,2024-12-08T18:43:36.752000-05:00
2024-12-09,2024-12-09,13.57,1.42,12.04,2024-12-09T13:34:50.657000-05:00,2024-12-09T01:25:33.247000-05:00
2024-12-10,2024-12-09,14.50,23.10,14.95,2024-12-10T14:30:30.005000-05:00,2024-12-09T23:06:14.916000-05:00
2024-12-10,2024-12-10,20.27,17.00,3.19,2024-12-10T20:16:44.938000-05:00,2024-12-10T17:00:44.854000-05:00
2024-12-11,2024-12-10,14.47,23.60,10.64,2024-12-11T14:28:23.802000-05:00,2024-12-10T23:36:59.707000-05:00
2024-12-12,2024-12-11,10.53,23.42,11.08,2024-12-12T10:32:44.167000-05:00,2024-12-11T23:25:01.729000-05:00
2024-12-13,2024-12-13,10.53,0.90,9.50,2024-12-13T10:32:20.458000-05:00,2024-12-13T00:54:03.949000-05:00
2024-12-13,2024-12-13,21.17,16.15,4.96,2024-12-13T21:10:06.273000-05:00,2024-12-13T16:09:32.638000-05:00
2024-12-14,2024-12-14,12.72,4.10,8.57,2024-12-14T12:43:43.058000-05:00,2024-12-14T04:06:43.988000-05:00
2024-12-15,2024-12-15,13.62,4.50,9.03,2024-12-15T13:37:38.116000-05:00,2024-12-15T04:30:13.219000-05:00
2024-12-15,2024-12-15,21.93,15.50,6.39,2024-12-15T21:56:39.366000-05:00,2024-12-15T15:30:26.019000-05:00
2024-12-16,2024-12-16,10.70,1.87,8.80,2024-12-16T10:42:15.448000-05:00,2024-12-16T01:52:46.339000-05:00
2024-12-16,2024-12-16,16.47,11.33,4.73,2024-12-16T16:28:24.454000-05:00,2024-12-16T11:20:25.076000-05:00
2024-12-17,2024-12-17,18.18,1.27,16.88,2024-12-17T18:11:32.001000-05:00,2024-12-17T01:16:29.856000-05:00
2024-12-18,2024-12-17,9.05,23.55,9.45,2024-12-18T09:03:13.765000-05:00,2024-12-17T23:33:07.676000-05:00
2024-12-18,2024-12-18,14.52,10.10,4.38,2024-12-18T14:31:10.193000-05:00,2024-12-18T10:06:46.049000-05:00
2024-12-18,2024-12-18,22.78,19.10,3.61,2024-12-18T22:47:11.912000-05:00,2024-12-18T19:06:49.311000-05:00
2024-12-19,2024-12-19,13.22,1.32,11.03,2024-12-19T13:13:18.486000-05:00,2024-12-19T01:19:50.251000-05:00
2024-12-19,2024-12-19,22.45,17.88,4.46,2024-12-19T22:27:37.970000-05:00,2024-12-19T17:53:05.909000-05:00
2024-12-20,2024-12-20,19.17,15.20,3.66,2024-12-20T19:10:28.401000-05:00,2024-12-20T15:12:44.112000-05:00
2024-12-21,2024-12-20,18.32,21.18,20.77,2024-12-21T18:19:52.473000-05:00,2024-12-20T21:11:59.355000-05:00
2024-12-21,2024-12-21,22.85,18.32,3.54,2024-12-21T22:51:34.709000-05:00,2024-12-21T18:19:52.473000-05:00
2024-12-22,2024-12-22,12.22,2.33,9.82,2024-12-22T12:13:00.160000-05:00,2024-12-22T02:20:44.963000-05:00
2024-12-22,2024-12-22,18.68,13.32,4.59,2024-12-22T18:41:39.230000-05:00,2024-12-22T13:19:06.125000-05:00
2024-12-23,2024-12-22,11.80,18.68,17.04,2024-12-23T11:48:51.438000-05:00,2024-12-22T18:41:39.230000-05:00
2024-12-23,2024-12-23,21.00,11.80,8.97,2024-12-23T21:00:44.402000-05:00,2024-12-23T11:48:51.438000-05:00
2024-12-24,2024-12-23,13.55,21.42,16.10,2024-12-24T13:33:04.469000-05:00,2024-12-23T21:25:22.591000-05:00
2024-12-25,2024-12-24,12.42,21.32,14.88,2024-12-25T12:25:22.238000-05:00,2024-12-24T21:19:18.990000-05:00
2024-12-25,2024-12-25,17.57,13.67,3.68,2024-12-25T17:34:43.054000-05:00,2024-12-25T13:40:16.201000-05:00
2024-12-26,2024-12-26,11.43,0.48,10.23,2024-12-26T11:26:24.306000-05:00,2024-12-26T00:29:58.551000-05:00
2024-12-26,2024-12-26,16.15,11.43,3.98,2024-12-26T16:09:48.296000-05:00,2024-12-26T11:26:24.306000-05:00
2024-12-27,2024-12-27,18.00,2.33,15.58,2024-12-27T18:00:17.297000-05:00,2024-12-27T02:20:06.425000-05:00
2024-12-28,2024-12-28,18.88,0.42,18.43,2024-12-28T18:53:50.746000-05:00,2024-12-28T00:25:59.562000-05:00
2024-12-29,2024-12-28,13.63,23.35,14.07,2024-12-29T13:38:49.813000-05:00,2024-12-28T23:21:57.928000-05:00
2024-12-30,2024-12-30,15.53,3.52,11.97,2024-12-30T15:32:45.829000-05:00,2024-12-30T03:31:55.055000-05:00
2024-12-31,2024-12-31,16.18,2.57,13.49,2024-12-31T16:11:06.886000-05:00,2024-12-31T02:34:39.541000-05:00
2025-01-01,2025-01-01,13.17,0.83,12.31,2025-01-01T13:10:40.590000-05:00,2025-01-01T00:50:02.234000-05:00
2025-01-02,2025-01-02,17.70,2.05,5.17,2025-01-02T17:42:31.342000-05:00,2025-01-02T02:03:43.803000-05:00
2025-01-02,2025-01-02,22.93,19.13,3.45,2025-01-02T22:56:23.216000-05:00,2025-01-02T19:08:08.664000-05:00
2025-01-03,2025-01-03,12.85,1.65,10.78,2025-01-03T12:51:52.795000-05:00,2025-01-03T01:39:35.774000-05:00
2025-01-04,2025-01-04,12.47,1.92,10.23,2025-01-04T12:28:39.812000-05:00,2025-01-04T01:55:55.701000-05:00
2025-01-05,2025-01-05,12.90,0.67,12.19,2025-01-05T12:54:35.834000-05:00,2025-01-05T00:40:48.442000-05:00
2025-01-06,2025-01-06,9.77,1.28,8.40,2025-01-06T09:46:45.297000-05:00,2025-01-06T01:17:27.975000-05:00
2025-01-07,2025-01-07,7.82,2.70,5.07,2025-01-07T07:49:24.830000-05:00,2025-01-07T02:42:47.695000-05:00
2025-01-07,2025-01-07,12.85,7.82,4.94,2025-01-07T12:51:40.924000-05:00,2025-01-07T07:49:24.830000-05:00
2025-01-08,2025-01-07,8.90,21.45,11.42,2025-01-08T08:54:23.828000-05:00,2025-01-07T21:27:24.196000-05:00
2025-01-09,2025-01-08,12.98,23.18,9.32,2025-01-09T12:59:55.632000-05:00,2025-01-08T23:11:45.137000-05:00
2025-01-10,2025-01-09,12.78,23.37,13.39,2025-01-10T12:47:57.497000-05:00,2025-01-09T23:22:33.158000-05:00
2025-01-10,2025-01-10,19.05,15.92,3.00,2025-01-10T19:03:44.427000-05:00,2025-01-10T15:55:30.555000-05:00
2025-01-11,2025-01-11,3.65,0.37,3.20,2025-01-11T03:39:32.569000-05:00,2025-01-11T00:22:28.147000-05:00
2025-01-11,2025-01-11,11.38,3.75,7.61,2025-01-11T11:23:51.626000-05:00,2025-01-11T03:45:33.228000-05:00
2025-01-11,2025-01-11,16.27,12.15,3.93,2025-01-11T16:16:59.547000-05:00,2025-01-11T12:09:30.861000-05:00
2025-01-12,2025-01-12,11.20,0.50,10.22,2025-01-12T11:12:33.655000-05:00,2025-01-12T00:30:34.997000-05:00
2025-01-13,2025-01-12,10.50,23.92,10.42,2025-01-13T10:30:33.704000-05:00,2025-01-12T23:55:52.100000-05:00
2025-01-14,2025-01-13,12.43,22.90,13.50,2025-01-14T12:26:28.598000-05:00,2025-01-13T22:54:44.627000-05:00
2025-01-14,2025-01-14,21.22,17.80,3.36,2025-01-14T21:13:09.701000-05:00,2025-01-14T17:48:46.300000-05:00
2025-01-15,2025-01-15,11.08,0.97,9.33,2025-01-15T11:05:52.823000-05:00,2025-01-15T00:58:53.204000-05:00
2025-01-15,2025-01-15,20.70,16.83,3.82,2025-01-15T20:42:24.599000-05:00,2025-01-15T16:50:47.538000-05:00
2025-01-16,2025-01-15,12.97,22.67,14.26,2025-01-16T12:58:41.014000-05:00,2025-01-15T22:40:31.608000-05:00
2025-01-16,2025-01-16,22.57,16.38,5.42,2025-01-16T22:34:39.627000-05:00,2025-01-16T16:23:54.248000-05:00
2025-01-17,2025-01-16,21.25,23.57,21.63,2025-01-17T21:15:21.741000-05:00,2025-01-16T23:34:54.609000-05:00
2025-01-18,2025-01-17,11.90,22.50,13.31,2025-01-18T11:54:28.065000-05:00,2025-01-17T22:30:13.303000-05:00
2025-01-19,2025-01-19,11.07,1.83,9.20,2025-01-19T11:04:47.492000-05:00,2025-01-19T01:50:33.661000-05:00
2025-01-19,2025-01-19,18.80,11.80,6.99,2025-01-19T18:48:31.674000-05:00,2025-01-19T11:48:15.005000-05:00
2025-01-20,2025-01-20,3.80,0.32,3.44,2025-01-20T03:48:34.054000-05:00,2025-01-20T00:19:24.392000-05:00
2025-01-20,2025-01-20,14.17,6.12,8.03,2025-01-20T14:10:26.718000-05:00,2025-01-20T06:07:36.195000-05:00
2025-01-21,2025-01-21,11.28,4.15,7.12,2025-01-21T11:17:17.665000-05:00,2025-01-21T04:09:02.111000-05:00
2025-01-22,2025-01-22,12.83,1.23,11.57,2025-01-22T12:50:20.299000-05:00,2025-01-22T01:14:50.544000-05:00
2025-01-23,2025-01-22,1.73,17.48,8.16,2025-01-23T01:44:02.327000-05:00,2025-01-22T17:29:54.133000-05:00
2025-01-23,2025-01-23,10.85,1.73,9.11,2025-01-23T10:51:43.868000-05:00,2025-01-23T01:44:02.327000-05:00
2025-01-24,2025-01-24,11.92,4.05,6.89,2025-01-24T11:55:41.659000-05:00,2025-01-24T04:03:25.584000-05:00
2025-01-24,2025-01-24,22.02,16.58,5.39,2025-01-24T22:01:17.132000-05:00,2025-01-24T16:35:34.882000-05:00
2025-01-25,2025-01-25,18.73,4.98,13.69,2025-01-25T18:44:29.676000-05:00,2025-01-25T04:59:42.537000-05:00
2025-01-26,2025-01-26,11.97,0.93,10.97,2025-01-26T11:58:31.692000-05:00,2025-01-26T00:56:39.928000-05:00
2025-01-26,2025-01-26,15.65,11.97,3.37,2025-01-26T15:39:11.297000-05:00,2025-01-26T11:58:31.692000-05:00
2025-01-27,2025-01-27,11.07,2.20,8.85,2025-01-27T11:04:32.976000-05:00,2025-01-27T02:12:09.238000-05:00
2025-01-27,2025-01-27,16.88,11.07,5.60,2025-01-27T16:53:13.770000-05:00,2025-01-27T11:04:32.976000-05:00
2025-01-28,2025-01-27,15.97,23.63,16.32,2025-01-28T15:58:36.766000-05:00,2025-01-27T23:38:10.910000-05:00
2025-01-29,2025-01-28,7.67,20.23,11.39,2025-01-29T07:40:11.466000-05:00,2025-01-28T20:14:43.599000-05:00
2025-01-29,2025-01-29,22.43,17.85,4.56,2025-01-29T22:26:58.857000-05:00,2025-01-29T17:51:49.694000-05:00
2025-01-30,2025-01-30,7.13,3.87,3.22,2025-01-30T07:08:22.695000-05:00,2025-01-30T03:52:01.031000-05:00
2025-01-30,2025-01-30,13.83,7.13,6.69,2025-01-30T13:50:48.006000-05:00,2025-01-30T07:08:22.695000-05:00
2025-01-30,2025-01-30,20.25,14.28,5.78,2025-01-30T20:15:38.422000-05:00,2025-01-30T14:17:58.215000-05:00
2025-01-31,2025-01-31,21.80,2.40,16.39,2025-01-31T21:48:05.268000-05:00,2025-01-31T02:24:26.999000-05:00
2025-02-01,2025-02-01,20.50,4.98,15.47,2025-02-01T20:30:24.388000-05:00,2025-02-01T04:59:33.830000-05:00
2025-02-02,2025-02-02,13.95,4.63,9.30,2025-02-02T13:57:59.403000-05:00,2025-02-02T04:38:00.205000-05:00
2025-02-03,2025-02-02,9.00,23.47,9.08,2025-02-03T09:00:24.521000-05:00,2025-02-02T23:28:22.036000-05:00
2025-02-03,2025-02-03,19.38,12.70,6.67,2025-02-03T19:23:07.163000-05:00,2025-02-03T12:42:03.191000-05:00
2025-02-04,2025-02-04,12.07,0.38,10.62,2025-02-04T12:04:47.679000-05:00,2025-02-04T00:23:46.880000-05:00
2025-02-05,2025-02-04,9.28,21.15,8.77,2025-02-05T09:17:05.093000-05:00,2025-02-04T21:09:52.591000-05:00
2025-02-06,2025-02-06,10.70,0.45,8.96,2025-02-06T10:42:45.056000-05:00,2025-02-06T00:27:14.710000-05:00
2025-02-06,2025-02-06,21.48,15.85,5.58,2025-02-06T21:29:27.013000-05:00,2025-02-06T15:51:54.430000-05:00
2025-02-07,2025-02-07,15.50,0.32,14.51,2025-02-07T15:30:07.232000-05:00,2025-02-07T00:19:03.674000-05:00
2025-02-07,2025-02-07,21.07,15.50,5.55,2025-02-07T21:04:49.457000-05:00,2025-02-07T15:30:07.232000-05:00
2025-02-08,2025-02-07,1.53,21.07,4.44,2025-02-08T01:32:06.311000-05:00,2025-02-07T21:04:49.457000-05:00
2025-02-08,2025-02-08,20.85,4.25,16.58,2025-02-08T20:51:18.006000-05:00,2025-02-08T04:15:00.895000-05:00
2025-02-09,2025-02-09,17.77,1.48,16.24,2025-02-09T17:46:29.743000-05:00,2025-02-09T01:29:09.698000-05:00
2025-02-10,2025-02-10,14.00,4.17,9.78,2025-02-10T14:00:20.879000-05:00,2025-02-10T04:10:57.555000-05:00
2025-02-11,2025-02-11,15.85,6.73,9.08,2025-02-11T15:51:54.504000-05:00,2025-02-11T06:44:11.608000-05:00
2025-02-11,2025-02-11,20.33,16.83,3.17,2025-02-11T20:20:28.481000-05:00,2025-02-11T16:50:46.299000-05:00
2025-02-13,2025-02-12,2.40,20.93,5.31,2025-02-13T02:24:44.369000-05:00,2025-02-12T20:56:19.957000-05:00
2025-02-13,2025-02-13,11.08,2.40,8.63,2025-02-13T11:05:31.374000-05:00,2025-02-13T02:24:44.369000-05:00
2025-02-13,2025-02-13,22.67,17.93,4.69,2025-02-13T22:40:25.164000-05:00,2025-02-13T17:56:32.822000-05:00
2025-02-14,2025-02-14,10.45,1.10,9.32,2025-02-14T10:27:23.053000-05:00,2025-02-14T01:06:45.172000-05:00
2025-02-14,2025-02-14,20.07,14.22,5.75,2025-02-14T20:04:39.193000-05:00,2025-02-14T14:13:34.197000-05:00
2025-02-15,2025-02-14,3.28,22.87,4.38,2025-02-15T03:17:08.465000-05:00,2025-02-14T22:52:35.222000-05:00
2025-02-15,2025-02-15,14.80,5.00,9.66,2025-02-15T14:48:42.424000-05:00,2025-02-15T05:00:52.380000-05:00
2025-02-16,2025-02-16,16.48,4.75,11.66,2025-02-16T16:29:52.249000-05:00,2025-02-16T04:45:33.814000-05:00
2025-02-17,2025-02-17,14.05,1.95,12.05,2025-02-17T14:03:02.773000-05:00,2025-02-17T01:57:59.833000-05:00
2025-02-18,2025-02-18,12.90,1.83,11.05,2025-02-18T12:54:30.705000-05:00,2025-02-18T01:50:11.336000-05:00
2025-02-20,2025-02-20,11.00,0.88,10.02,2025-02-20T11:00:29.761000-05:00,2025-02-20T00:53:14.520000-05:00
2025-02-20,2025-02-20,16.08,12.78,3.24,2025-02-20T16:05:33.508000-05:00,2025-02-20T12:47:48.723000-05:00
2025-02-21,2025-02-20,3.12,19.60,7.46,2025-02-21T03:07:31.282000-05:00,2025-02-20T19:36:34.931000-05:00
2025-02-21,2025-02-21,6.22,3.12,3.07,2025-02-21T06:13:42.833000-05:00,2025-02-21T03:07:31.282000-05:00
2025-02-21,2025-02-21,21.15,16.03,5.09,2025-02-21T21:09:26.184000-05:00,2025-02-21T16:02:19.820000-05:00
2025-02-22,2025-02-22,12.00,2.03,9.15,2025-02-22T12:00:04.244000-05:00,2025-02-22T02:02:26.411000-05:00
2025-02-22,2025-02-22,18.55,13.43,5.09,2025-02-22T18:33:57.227000-05:00,2025-02-22T13:26:15.601000-05:00
2025-02-23,2025-02-23,12.78,2.90,9.84,2025-02-23T12:47:32.975000-05:00,2025-02-23T02:54:49.544000-05:00
2025-02-23,2025-02-23,19.17,14.22,4.92,2025-02-23T19:10:54.602000-05:00,2025-02-23T14:13:59.893000-05:00
2025-02-24,2025-02-24,10.03,2.23,7.65,2025-02-24T10:02:40.088000-05:00,2025-02-24T02:14:13.156000-05:00
2025-02-25,2025-02-25,14.28,3.35,10.84,2025-02-25T14:17:37.282000-05:00,2025-02-25T03:21:57.048000-05:00
2025-02-26,2025-02-26,7.23,0.47,6.66,2025-02-26T07:14:53.412000-05:00,2025-02-26T00:28:57.441000-05:00
2025-02-26,2025-02-26,21.32,16.38,4.86,2025-02-26T21:19:13.240000-05:00,2025-02-26T16:23:38.674000-05:00
2025-02-27,2025-02-26,6.22,21.97,8.21,2025-02-27T06:13:54.736000-05:00,2025-02-26T21:58:21.445000-05:00
2025-02-27,2025-02-27,11.77,8.32,3.43,2025-02-27T11:46:56.548000-05:00,2025-02-27T08:19:13.725000-05:00
2025-03-01,2025-03-01,11.90,5.65,6.19,2025-03-01T11:54:21.128000-05:00,2025-03-01T05:39:44.068000-05:00
2025-03-01,2025-03-01,23.33,12.78,10.51,2025-03-01T23:20:27.319000-05:00,2025-03-01T12:47:45.224000-05:00
2025-03-02,2025-03-02,17.40,6.30,11.05,2025-03-02T17:24:30.148000-05:00,2025-03-02T06:18:20.551000-05:00
2025-03-03,2025-03-03,11.45,4.35,6.98,2025-03-03T11:27:42.038000-05:00,2025-03-03T04:21:02.618000-05:00
2025-03-04,2025-03-04,12.45,0.03,12.38,2025-03-04T12:27:23.030000-05:00,2025-03-04T00:02:23.822000-05:00
2025-03-04,2025-03-04,20.43,13.23,7.17,2025-03-04T20:26:35.704000-05:00,2025-03-04T13:14:39.676000-05:00
2025-03-05,2025-03-04,4.17,23.68,4.43,2025-03-05T04:10:15.668000-05:00,2025-03-04T23:41:04.541000-05:00
2025-03-05,2025-03-05,8.23,4.17,4.05,2025-03-05T08:14:02.127000-05:00,2025-03-05T04:10:15.668000-05:00
2025-03-05,2025-03-05,20.17,16.77,3.37,2025-03-05T20:10:37.397000-05:00,2025-03-05T16:46:29.795000-05:00
2025-03-06,2025-03-05,7.70,22.65,9.03,2025-03-06T07:42:16.382000-05:00,2025-03-05T22:39:23.991000-05:00
2025-03-06,2025-03-06,17.92,12.63,5.03,2025-03-06T17:55:09.371000-05:00,2025-03-06T12:38:31.966000-05:00
2025-03-07,2025-03-07,12.00,1.65,9.70,2025-03-07T12:00:29.945000-05:00,2025-03-07T01:39:48.111000-05:00
2025-03-08,2025-03-07,1.67,15.42,10.03,2025-03-08T01:40:42.040000-05:00,2025-03-07T15:25:47.773000-05:00
2025-03-08,2025-03-08,16.35,4.43,11.86,2025-03-08T16:21:08.935000-05:00,2025-03-08T04:26:37.861000-05:00
2025-03-09,2025-03-09,12.98,3.68,9.27,2025-03-09T12:59:14.577000-04:00,2025-03-09T03:41:55.056000-04:00
2025-03-09,2025-03-09,22.67,13.80,8.67,2025-03-09T22:40:47.944000-04:00,2025-03-09T13:48:55.641000-04:00
2025-03-10,2025-03-10,16.70,1.12,15.28,2025-03-10T16:42:00.064000-04:00,2025-03-10T01:07:41.678000-04:00
2025-03-11,2025-03-11,18.37,1.32,16.37,2025-03-11T18:22:05.654000-04:00,2025-03-11T01:19:53.998000-04:00
2025-03-12,2025-03-12,5.90,0.70,5.13,2025-03-12T05:54:18.829000-04:00,2025-03-12T00:42:13.910000-04:00
2025-03-12,2025-03-12,23.83,16.52,7.26,2025-03-12T23:50:41.071000-04:00,2025-03-12T16:31:34.153000-04:00
2025-03-13,2025-03-13,18.48,4.78,13.58,2025-03-13T18:29:35.649000-04:00,2025-03-13T04:47:38.063000-04:00
2025-03-14,2025-03-13,15.35,19.65,19.29,2025-03-14T15:21:57.484000-04:00,2025-03-13T19:39:56.852000-04:00
2025-03-14,2025-03-14,23.60,16.02,7.32,2025-03-14T23:36:43.175000-04:00,2025-03-14T16:01:38.988000-04:00
2025-03-15,2025-03-15,18.50,4.17,14.31,2025-03-15T18:30:07.586000-04:00,2025-03-15T04:10:10.114000-04:00
2025-03-16,2025-03-16,6.20,0.57,5.60,2025-03-16T06:12:45.762000-04:00,2025-03-16T00:34:57.307000-04:00
2025-03-16,2025-03-16,13.05,6.33,6.66,2025-03-16T13:03:33.803000-04:00,2025-03-16T06:20:18.887000-04:00
2025-03-17,2025-03-16,2.10,20.53,5.50,2025-03-17T02:06:00.101000-04:00,2025-03-16T20:32:37.602000-04:00
2025-03-17,2025-03-17,10.50,2.55,7.84,2025-03-17T10:30:06.830000-04:00,2025-03-17T02:33:14.243000-04:00
2025-03-17,2025-03-17,14.95,11.15,3.76,2025-03-17T14:57:47.344000-04:00,2025-03-17T11:09:32.528000-04:00
2025-03-18,2025-03-18,5.35,1.92,3.40,2025-03-18T05:21:43.167000-04:00,2025-03-18T01:55:00.582000-04:00
2025-03-18,2025-03-18,10.33,5.35,4.87,2025-03-18T10:20:25.753000-04:00,2025-03-18T05:21:43.167000-04:00
2025-03-18,2025-03-18,21.55,16.28,4.54,2025-03-18T21:33:22.481000-04:00,2025-03-18T16:17:29.632000-04:00
2025-03-19,2025-03-19,9.03,2.28,6.69,2025-03-19T09:02:51.717000-04:00,2025-03-19T02:17:50.080000-04:00
2025-03-19,2025-03-19,22.67,16.02,6.47,2025-03-19T22:40:00.197000-04:00,2025-03-19T16:01:48.103000-04:00
2025-03-20,2025-03-20,17.20,6.07,11.10,2025-03-20T17:12:46.154000-04:00,2025-03-20T06:04:50.417000-04:00
2025-03-21,2025-03-20,1.63,17.68,7.76,2025-03-21T01:38:32.769000-04:00,2025-03-20T17:41:05.298000-04:00
2025-03-21,2025-03-21,11.95,2.18,9.72,2025-03-21T11:57:47.074000-04:00,2025-03-21T02:11:03.459000-04:00
2025-03-21,2025-03-21,20.23,16.23,3.93,2025-03-21T20:14:01.226000-04:00,2025-03-21T16:14:31.436000-04:00
2025-03-22,2025-03-21,0.62,20.88,3.70,2025-03-22T00:37:29.153000-04:00,2025-03-21T20:53:04.267000-04:00
2025-03-22,2025-03-22,15.02,8.32,6.47,2025-03-22T15:01:16.268000-04:00,2025-03-22T08:19:29.579000-04:00
2025-03-22,2025-03-22,21.80,17.48,4.29,2025-03-22T21:48:16.563000-04:00,2025-03-22T17:29:29.979000-04:00
2025-03-23,2025-03-22,14.37,23.75,14.49,2025-03-23T14:22:02.902000-04:00,2025-03-22T23:45:52.323000-04:00
2025-03-24,2025-03-24,9.07,1.33,7.70,2025-03-24T09:04:50.227000-04:00,2025-03-24T01:20:48.462000-04:00
2025-03-25,2025-03-25,15.25,4.20,11.00,2025-03-25T15:15:17.121000-04:00,2025-03-25T04:12:24.643000-04:00
2025-03-26,2025-03-26,6.53,3.45,3.04,2025-03-26T06:32:03.978000-04:00,2025-03-26T03:27:39.939000-04:00
2025-03-26,2025-03-26,21.20,16.88,4.26,2025-03-26T21:12:04.938000-04:00,2025-03-26T16:53:53.669000-04:00
2025-03-27,2025-03-27,10.48,4.23,6.21,2025-03-27T10:29:27.795000-04:00,2025-03-27T04:14:28.919000-04:00
